State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity
Gujarat,Vadodara,2020,September,29-05-2020 08:42,20.7141108,68.48750388,National Highway,Dry,Dusk,Clear,Signals,38,Male,1 months,Valid,57,No,Bus,bad,Minor
Sikkim,North District-38,2019,September,26-11-2019 07:28,36.81278631,76.5273001,National Highway,Wet,Dark,Clear,Police Checkpost,62,Male,29 yr,Expired,145,Yes,Two-Wheeler,poor,Serious
Punjab,West Port-34,2023,December,05-03-2023 12:16,31.766609,76.19947761,National Highway,Damaged,Dawn,Foggy,Signs,36,Female,9 yr,Valid,31,No,Two-Wheeler,average,Minor
Delhi,Dwarka-25,2023,March,04-03-2023 18:23,23.01998793,79.02775616,National Highway,Under Construction,Dark,Clear,Signs,49,Female,3 yr,Valid,15,Yes,Bus,poor,Fatal
Andhra Pradesh,Hyderabad,2020,June,25-07-2020 07:24,19.03219568,78.20047363,National Highway,Damaged,Dark,Foggy,Signals,19,Male,17 yr,Valid,113,No,Car,good,Minor
Gujarat,Bharuch,2018,March,02-09-2018 03:08,23.13794516,68.22835268,Urban Road,Dry,Daylight,Hazy,Police Checkpost,32,Female,11 months,Valid,45,No,Cycle,poor,Minor
Rajasthan,Udaipur,2020,July,07-08-2020 19:39,24.16324035,74.75694224,Urban Road,Wet,Dusk,Foggy,Signals,74,Male,26 yr,Valid,88,Yes,Truck,poor,Serious
Punjab,Bathinda,2020,August,20-04-2020 03:30,32.33406972,76.45370677,National Highway,Dry,Dawn,Clear,Police Checkpost,75,Female,30 yr,Valid,125,No,Truck,good,Minor
Kerala,Kozhikode-10,2021,May,28-05-2021 09:54,22.9639173,79.01562365,State Highway,Under Construction,Daylight,Rainy,Police Checkpost,30,Female,7 months,Expired,66,Yes,Pedestrian,bad,Serious
Haryana,Hisar,2019,November,24-05-2019 06:19,27.69529351,77.13589476,Village Road,Dry,Dusk,Stormy,Signals,21,Male,19 yr,Valid,58,Yes,Truck,medium,Minor
Tripura,East City-10,2018,April,04-11-2018 17:00,25.84369617,77.71181039,Urban Road,Wet,Daylight,Foggy,Signs,63,Female,20 yr,Valid,91,Yes,Car,bad,Serious
Uttarakhand,Central Port-16,2023,April,29-07-2023 21:52,9.47623476,74.46208668,State Highway,Wet,Dawn,Rainy,Signs,77,Male,17 yr,Expired,75,Yes,Bus,bad,Minor
Gujarat,Surat-6,2022,March,20-03-2022 15:39,22.95407191,78.97128013,Village Road,Under Construction,Dusk,Rainy,Police Checkpost,45,Female,11 yr,Expired,86,No,Cycle,good,Fatal
Haryana,Hisar,2020,July,03-11-2020 18:02,27.40633865,76.47938273,Urban Road,Wet,Daylight,Clear,Signals,28,Male,3 months,Valid,54,No,Truck,medium,Minor
Andhra Pradesh,Hyderabad,2020,June,07-08-2020 09:47,15.54905693,84.26962766,Urban Road,Dry,Daylight,Rainy,Signals,67,Male,5 yr,Valid,88,No,Cycle,good,Minor
Maharashtra,Solapur,2020,August,20-10-2020 05:37,16.41013219,73.3421801,Village Road,Wet,Dark,Clear,Police Checkpost,36,Male,26 yr,Valid,29,No,Bus,average,Minor
Uttar Pradesh,West District-27,2018,October,24-03-2018 10:14,8.69893668,89.43342831,Village Road,Dry,Dawn,Hazy,Police Checkpost,39,Female,17 yr,Valid,132,Yes,Two-Wheeler,medium,Minor
Rajasthan,Jodhpur-10,2023,July,15-07-2023 11:38,27.00850565,74.1744766,State Highway,Dry,Dark,Clear,Signals,25,Male,6 months,Expired,76,Yes,Car,medium,Serious
Andhra Pradesh,Vijayawada,2019,July,22-08-2019 10:22,16.63608525,82.81266641,State Highway,Dry,Dusk,Stormy,Signs,37,Female,6 months,Valid,92,Yes,Truck,bad,Minor
Tamil Nadu,Madurai,2021,January,16-05-2021 04:07,12.20460704,76.33165312,Village Road,Dry,Daylight,Rainy,Police Checkpost,42,Male,19 yr,Valid,12,Yes,Auto-Rickshaw,bad,Serious
Rajasthan,Udaipur,2020,December,28-01-2020 09:04,26.94320022,73.65324679,National Highway,Wet,Dawn,Clear,Police Checkpost,64,Female,2 months,Valid,73,Yes,Two-Wheeler,bad,Minor
Madhya Pradesh,East District-18,2019,April,11-12-2019 05:24,21.94157935,81.82718447,Village Road,Dry,Dusk,Rainy,Signs,25,Male,10 yr,Valid,49,Yes,Cycle,medium,Minor
Uttar Pradesh,East Port-35,2019,October,07-08-2019 19:24,32.27111071,73.5530544,National Highway,Dry,Dusk,Rainy,Signs,62,Female,4 yr,Valid,68,Yes,Bus,poor,Minor
Rajasthan,North Town-46,2018,July,09-08-2018 00:13,28.95950311,77.35103606,Urban Road,Wet,Dawn,Stormy,Signals,58,Male,8 yr,Valid,71,No,Two-Wheeler,medium,Serious
Himachal Pradesh,Central District-15,2021,November,07-07-2021 18:36,15.08343211,86.72336527,Village Road,Dry,Dark,Stormy,Signals,77,Female,23 yr,Valid,141,Yes,Two-Wheeler,good,Minor
West Bengal,South Port-37,2020,November,01-02-2020 09:07,22.83045773,82.41560617,Village Road,Damaged,Dusk,Rainy,Signals,32,Female,11 months,Valid,69,No,Bus,poor,Serious
Rajasthan,Jaipur,2023,December,13-09-2023 17:04,31.34499477,75.15431375,Village Road,Dry,Dawn,Foggy,Police Checkpost,25,Male,21 yr,Valid,125,No,Truck,poor,Serious
Gujarat,West District-27,2021,June,24-06-2021 10:44,24.37974954,68.27836355,Urban Road,Dry,Dawn,Rainy,Signs,78,Male,20 yr,Valid,84,Yes,Two-Wheeler,medium,Fatal
Rajasthan,Kota,2019,June,12-02-2019 00:23,24.48894093,77.68196937,Village Road,Dry,Dusk,Rainy,Signals,55,Male,8 months,Valid,131,Yes,Two-Wheeler,good,Minor
Uttar Pradesh,East City-14,2023,August,25-02-2023 11:28,26.10280919,81.56395578,Village Road,Wet,Dusk,Rainy,Signals,58,Female,19 yr,Valid,116,Yes,Truck,medium,Serious
Karnataka,East District-12,2023,November,14-10-2023 20:16,17.03394595,75.42487152,National Highway,Wet,Dark,Stormy,Signs,35,Female,11 yr,Valid,105,No,Car,poor,Serious
Gujarat,Gandhinagar,2022,June,17-04-2022 03:58,20.4795867,73.11969486,Urban Road,Dry,Dawn,Hazy,Signals,65,Male,5 months,Valid,100,Yes,Two-Wheeler,average,Serious
Haryana,Faridabad,2022,October,23-11-2022 06:04,28.52842947,76.79541117,Village Road,Wet,Dusk,Hazy,Police Checkpost,62,Male,2 months,Valid,139,No,Cycle,poor,Fatal
Haryana,Hisar,2019,May,28-11-2019 07:11,28.44179234,76.42371773,National Highway,Under Construction,Dark,Hazy,Police Checkpost,21,Male,7 months,Valid,71,Yes,Cycle,average,Minor
Tamil Nadu,Salem,2021,March,17-10-2021 03:09,10.47602258,79.70272138,Village Road,Wet,Dark,Stormy,Signals,23,Male,28 yr,Valid,58,Yes,Truck,poor,Minor
Punjab,Jalandhar,2022,August,21-10-2022 15:24,30.2456853,75.50765683,Village Road,Dry,Dawn,Clear,Signals,20,Female,14 yr,Valid,146,No,Truck,average,Minor
Haryana,East Town-25,2020,January,24-10-2020 15:03,28.21067624,76.57947566,State Highway,Dry,Dawn,Foggy,Signals,73,Male,6 yr,Expired,101,Yes,Truck,poor,Minor
Sikkim,Central Town-8,2020,January,07-01-2020 14:53,9.34415826,81.7948607,State Highway,Dry,Daylight,Foggy,Signals,32,Female,20 yr,Valid,133,No,Bus,medium,Fatal
Rajasthan,Udaipur,2022,October,03-11-2022 05:23,26.1946532,77.31721917,National Highway,Dry,Dark,Stormy,Police Checkpost,72,Female,21 yr,Valid,70,Yes,Car,average,Fatal
Gujarat,Junagadh,2022,January,25-05-2022 07:50,23.48701758,70.70309092,National Highway,Damaged,Dawn,Rainy,Signs,48,Male,5 months,Valid,57,Yes,Car,poor,Minor
Uttarakhand,West District-5,2022,October,24-02-2022 07:25,21.86470555,95.45596398,State Highway,Wet,Daylight,Rainy,Police Checkpost,56,Male,1 months,Expired,145,Yes,Cycle,medium,Fatal
Rajasthan,Udaipur,2023,November,12-06-2023 08:01,30.71237025,72.16987525,State Highway,Under Construction,Dawn,Stormy,Signals,27,Male,11 yr,Valid,67,No,Car,medium,Serious
Gujarat,West District-2,2020,October,21-12-2020 07:21,23.01118103,69.2921978,State Highway,Wet,Dawn,Hazy,Signs,53,Male,24 yr,Valid,110,No,Truck,bad,Minor
Rajasthan,North Port-12,2019,June,26-01-2019 02:43,33.05186498,76.8588735,Village Road,Dry,Dawn,Foggy,Signals,42,Female,11 yr,Valid,121,Yes,Truck,average,Serious
Tamil Nadu,Salem,2022,May,11-02-2022 04:25,8.53820126,79.64741567,Urban Road,Wet,Dark,Stormy,Signs,61,Male,18 yr,Valid,71,No,Pedestrian,medium,Serious
Uttar Pradesh,Central Town-27,2018,November,06-06-2018 22:38,28.06863587,76.72893428,National Highway,Dry,Daylight,Stormy,Signs,29,Female,10 yr,Valid,48,Yes,Truck,average,Minor
Arunachal Pradesh,South District-11,2020,February,03-08-2020 10:37,18.31118549,68.26120902,Village Road,Damaged,Dusk,Foggy,Police Checkpost,47,Female,19 yr,Valid,67,Yes,Truck,medium,Minor
Punjab,Bathinda,2021,February,15-02-2021 08:16,31.07895056,74.86471083,National Highway,Wet,Dusk,Foggy,Signs,59,Female,17 yr,Valid,108,Yes,Two-Wheeler,medium,Serious
Himachal Pradesh,South City-46,2020,June,27-06-2020 00:36,22.40903927,94.14712404,Village Road,Dry,Dusk,Stormy,Signs,27,Female,6 yr,Valid,53,Yes,Cycle,poor,Minor
Gujarat,New Town-21,2022,May,10-10-2022 12:25,22.25464751,71.90807837,Village Road,Under Construction,Daylight,Clear,Police Checkpost,69,Female,30 yr,Expired,38,Yes,Bus,poor,Minor
West Bengal,East Town-42,2018,August,07-12-2018 03:39,13.97953766,75.75861445,National Highway,Dry,Dusk,Clear,Signals,38,Female,28 yr,No license,68,Yes,Bus,good,Minor
Haryana,Rohtak,2018,March,22-01-2018 15:04,29.40880228,77.15074081,State Highway,Dry,Dark,Rainy,Signals,40,Female,5 months,Valid,80,Yes,Bus,bad,Minor
Punjab,Jalandhar-15,2020,September,14-09-2020 11:11,23.0131648,78.97320048,National Highway,Under Construction,Dark,Foggy,Signs,70,Female,7 yr,Valid,101,No,Two-Wheeler,average,Minor
Madhya Pradesh,Indore-9,2018,November,22-11-2018 07:47,23.0380167,78.98094445,Village Road,Dry,Dark,Clear,Signs,52,Female,12 yr,Valid,18,No,Truck,average,Serious
Gujarat,Vadodara,2020,July,16-01-2020 13:25,23.26733867,72.51110394,Urban Road,Dry,Daylight,Hazy,Signals,45,Male,1 months,Valid,136,No,Cycle,medium,Serious
Karnataka,Shimoga,2018,April,30-04-2018 09:37,18.47279909,75.20940938,National Highway,Wet,Dawn,Hazy,Police Checkpost,56,Male,15 yr,Valid,143,Yes,Bus,average,Fatal
Chandigarh,West Port-32,2022,October,01-08-2022 01:20,31.01226259,89.42636266,National Highway,Dry,Daylight,Stormy,Signals,39,Female,4 yr,Valid,140,Yes,Two-Wheeler,bad,Serious
Kerala,Kozhikode-4,2023,December,25-12-2023 22:10,23.01326173,78.96814276,National Highway,Damaged,Dusk,Stormy,Signs,54,Male,6 months,Valid,30,No,Cycle,good,Minor
Andhra Pradesh,Warangal,2020,June,28-03-2020 13:07,15.60161958,79.28825518,Urban Road,Dry,Daylight,Hazy,Police Checkpost,34,Male,1 yr,Valid,73,Yes,Two-Wheeler,average,Fatal
Delhi,Rohini,2018,January,16-01-2018 20:38,22.99382815,79.01338957,National Highway,Damaged,Dusk,Clear,Signs,48,Male,13 yr,Valid,99,Yes,Pedestrian,medium,Fatal
Rajasthan,Ajmer,2021,February,23-04-2021 13:52,27.21296288,69.25285256,Urban Road,Dry,Dawn,Stormy,Police Checkpost,26,Female,10 months,Valid,45,Yes,Bus,average,Minor
Telangana,Nizamabad,2021,March,12-08-2021 12:36,16.05723959,78.2338215,Urban Road,Dry,Dusk,Clear,Police Checkpost,78,Female,12 yr,Valid,71,No,Bus,medium,Minor
Punjab,Patiala-11,2018,June,19-06-2018 05:40,22.95804098,78.95578333,Village Road,Dry,Dawn,Clear,Signs,45,Male,7 yr,Valid,85,No,Auto-Rickshaw,good,Minor
Meghalaya,East District-1,2020,August,28-09-2020 11:37,22.50398411,82.45088254,Village Road,Dry,Dark,Rainy,Signals,67,Female,9 months,Valid,22,Yes,Two-Wheeler,bad,Minor
Andhra Pradesh,Vijayawada,2023,November,11-11-2023 02:12,13.99951384,77.50438845,State Highway,Wet,Dawn,Rainy,Signals,74,Female,14 yr,Valid,20,Yes,Cycle,average,Minor
Rajasthan,Alwar,2018,June,24-07-2018 11:28,23.25443965,71.38772731,Urban Road,Wet,Dusk,Foggy,Police Checkpost,70,Female,5 months,Valid,63,Yes,Two-Wheeler,poor,Minor
Andhra Pradesh,Vijayawada,2021,June,24-05-2021 08:12,14.57985056,80.79673042,State Highway,Dry,Dawn,Clear,Signs,32,Female,21 yr,Valid,25,Yes,Bus,poor,Serious
Chandigarh,New City-47,2019,December,02-06-2019 19:00,10.37405338,73.91699786,National Highway,Wet,Dusk,Foggy,Police Checkpost,36,Female,11 months,Valid,17,Yes,Two-Wheeler,poor,Minor
Himachal Pradesh,Manali-19,2021,November,20-11-2021 23:58,31.07299998,77.20122486,State Highway,Dry,Dawn,Clear,Signs,31,Male,8 months,Valid,113,Yes,Pedestrian,average,Fatal
Andhra Pradesh,West City-19,2022,March,29-01-2022 14:09,16.17781941,83.26320375,State Highway,Wet,Dusk,Stormy,Signals,25,Female,20 yr,Valid,68,No,Truck,medium,Minor
Andhra Pradesh,Tirupati,2021,March,21-11-2021 17:15,13.88678826,79.97029096,Urban Road,Dry,Dawn,Clear,Signs,46,Male,15 yr,Valid,66,No,Truck,bad,Serious
Odisha,West City-45,2021,November,31-08-2021 00:54,28.85169144,89.79827489,State Highway,Wet,Dusk,Clear,Signs,62,Male,3 yr,Expired,49,Yes,Bus,poor,Minor
Uttarakhand,Haridwar-8,2020,December,26-12-2020 21:29,23.0075188,79.0202127,Village Road,Damaged,Dark,Clear,Signs,54,Male,2 months,Valid,139,No,Bus,average,Fatal
Telangana,Warangal,2019,February,07-03-2019 17:30,16.25877496,79.21063639,National Highway,Dry,Dusk,Stormy,Police Checkpost,77,Female,4 months,Valid,103,Yes,Pedestrian,good,Minor
Delhi,East City-11,2023,October,20-08-2023 17:58,19.43205287,94.00885265,State Highway,Wet,Daylight,Clear,Police Checkpost,76,Female,17 yr,Valid,147,No,Car,good,Minor
Manipur,Imphal-66,2022,March,17-03-2022 18:37,23.00000152,79.04322818,State Highway,Under Construction,Daylight,Hazy,Police Checkpost,66,Male,3 months,No license,53,Yes,Pedestrian,good,Minor
Maharashtra,Aurangabad,2019,May,01-07-2019 06:19,21.17677702,76.27382424,National Highway,Dry,Dusk,Clear,Signals,73,Male,19 yr,Valid,148,Yes,Pedestrian,medium,Minor
Nagaland,Kohima-86,2022,December,19-12-2022 01:48,23.0441728,79.01900428,Village Road,Under Construction,Dawn,Foggy,Signals,51,Male,2 months,Valid,89,Yes,Truck,good,Fatal
Rajasthan,Udaipur-2,2020,February,10-02-2020 04:58,27.00378997,74.19761967,National Highway,Dry,Dawn,Rainy,Signs,62,Male,13 yr,Expired,90,No,Cycle,average,Serious
Gujarat,Surat,2021,January,01-10-2021 19:39,24.29431582,71.8648767,National Highway,Under Construction,Dusk,Stormy,Signs,78,Male,29 yr,Valid,11,Yes,Truck,poor,Minor
Karnataka,Bangalore,2022,July,30-07-2022 09:08,14.73453065,77.1881925,National Highway,Wet,Dark,Clear,Police Checkpost,53,Female,19 yr,Valid,149,Yes,Two-Wheeler,medium,Serious
Andhra Pradesh,Vijayawada-10,2019,December,16-12-2019 13:08,23.03426906,79.00713524,Village Road,Damaged,Dusk,Stormy,Signs,58,Male,7 yr,Valid,124,Yes,Truck,bad,Minor
Bihar,North City-16,2019,March,19-04-2019 08:56,13.58873266,70.2305598,Urban Road,Dry,Daylight,Foggy,Police Checkpost,43,Male,3 yr,Expired,99,No,Truck,good,Minor
Gujarat,Ahmedabad,2021,June,02-04-2021 21:01,24.43699069,73.03354561,Urban Road,Wet,Daylight,Hazy,Signs,73,Female,18 yr,Valid,32,No,Bus,average,Minor
Telangana,Warangal,2020,November,09-06-2020 00:49,17.58886494,81.13021627,Urban Road,Wet,Daylight,Clear,Signs,47,Female,10 months,Valid,71,No,Car,bad,Fatal
Assam,North City-23,2020,August,18-07-2020 13:36,9.7543636,77.91263592,Village Road,Dry,Dawn,Foggy,Signs,26,Female,15 yr,Valid,122,Yes,Bus,medium,Minor
Karnataka,Mysore,2021,February,26-02-2021 07:22,18.04068347,75.78922335,National Highway,Dry,Dark,Clear,Police Checkpost,41,Male,4 months,Valid,137,Yes,Two-Wheeler,poor,Minor
Mizoram,Central Town-44,2018,August,16-06-2018 11:11,31.3764631,92.10762439,National Highway,Wet,Dusk,Rainy,Police Checkpost,43,Female,11 yr,Valid,71,No,Truck,bad,Minor
Nagaland,Kohima-16,2020,June,04-06-2020 18:22,22.96937305,78.97730047,National Highway,Dry,Dusk,Hazy,Police Checkpost,34,Female,1 yr,Expired,47,No,Two-Wheeler,average,Minor
Rajasthan,Central District-26,2021,November,17-05-2021 19:36,34.0964124,77.29567455,State Highway,Dry,Daylight,Foggy,Signals,57,Female,25 yr,Valid,70,No,Truck,good,Minor
Tamil Nadu,Salem,2021,October,29-09-2021 23:58,10.53391452,77.27364113,Village Road,Under Construction,Dawn,Hazy,Signals,76,Female,3 months,Valid,138,Yes,Truck,good,Minor
Mizoram,Aizawl-26,2022,September,27-09-2022 01:27,23.03859323,79.02331473,Village Road,Under Construction,Daylight,Stormy,Signs,57,Male,7 months,Valid,131,Yes,Two-Wheeler,medium,Serious
Madhya Pradesh,East Town-9,2023,January,28-08-2023 11:31,21.5701274,80.30248471,Urban Road,Dry,Dawn,Clear,Signs,77,Female,22 yr,Valid,119,Yes,Two-Wheeler,average,Serious
Haryana,Karnal,2022,April,30-12-2022 15:08,27.59442893,77.20070421,Urban Road,Dry,Dusk,Hazy,Signals,28,Female,29 yr,Valid,22,Yes,Truck,poor,Fatal
Rajasthan,Kota-11,2019,June,18-06-2019 21:59,27.03827496,74.23446457,Village Road,Dry,Dawn,Rainy,Signs,56,Male,12 yr,No license,109,No,Two-Wheeler,poor,Minor
Jammu and Kashmir,Anantnag-9,2019,May,28-05-2019 17:10,33.8116973,76.56796275,Village Road,Under Construction,Dawn,Foggy,Police Checkpost,45,Female,5 months,Valid,144,No,Two-Wheeler,good,Serious
Telangana,Hyderabad,2019,September,06-10-2019 21:08,15.54024893,79.43467344,Village Road,Dry,Dark,Rainy,Signs,59,Female,22 yr,Valid,31,Yes,Two-Wheeler,average,Serious
Puducherry,Central District-41,2019,April,05-02-2019 20:14,18.87692283,89.1756289,State Highway,Wet,Dark,Clear,Signs,40,Female,30 yr,Valid,83,No,Cycle,average,Serious
Arunachal Pradesh,North City-34,2022,April,04-03-2022 21:40,32.15391314,91.40475897,Urban Road,Wet,Daylight,Hazy,Signals,39,Male,6 yr,Valid,141,Yes,Two-Wheeler,bad,Serious
Gujarat,East City-33,2022,December,18-04-2022 21:23,23.07496173,70.72804444,National Highway,Dry,Dusk,Clear,Signs,61,Male,7 months,Expired,32,Yes,Auto-Rickshaw,poor,Serious
Rajasthan,Bikaner,2018,January,02-06-2018 02:52,28.95410459,68.66725906,Village Road,Dry,Daylight,Stormy,Signals,35,Female,29 yr,Valid,128,Yes,Truck,poor,Minor
Haryana,Gurgaon,2019,May,04-02-2019 00:44,28.92472732,77.58197063,State Highway,Dry,Dawn,Rainy,Signals,41,Male,19 yr,Expired,79,No,Cycle,average,Minor
Odisha,Berhampur-11,2021,January,05-01-2021 05:52,22.99248951,79.0412099,State Highway,Damaged,Dark,Rainy,Signs,61,Male,12 yr,Valid,93,No,Pedestrian,good,Minor
Maharashtra,Aurangabad,2021,September,16-07-2021 00:52,19.26175723,73.97170922,State Highway,Wet,Daylight,Hazy,Signals,79,Male,27 yr,Valid,110,Yes,Two-Wheeler,medium,Serious
Maharashtra,Thane-7,2019,January,11-01-2019 14:28,23.0173644,79.0342001,Village Road,Wet,Dusk,Rainy,Signals,23,Female,15 yr,Expired,93,No,Car,average,Minor
Maharashtra,Nagpur,2020,April,17-10-2020 02:24,21.40300654,76.30590834,National Highway,Dry,Dawn,Stormy,Signs,19,Male,20 yr,Valid,37,Yes,Car,poor,Minor
Haryana,East Port-21,2020,November,21-02-2020 13:36,28.83492294,76.97117048,Urban Road,Dry,Dark,Stormy,Signs,74,Female,2 months,Expired,145,No,Cycle,medium,Serious
Manipur,North City-4,2021,January,05-04-2021 13:37,19.29134149,73.04702683,National Highway,Dry,Daylight,Clear,Signals,60,Male,1 yr,Valid,10,Yes,Two-Wheeler,average,Minor
Uttarakhand,South Port-42,2018,August,19-09-2018 07:02,32.68380672,70.06814852,Village Road,Wet,Dark,Stormy,Police Checkpost,63,Male,8 months,Expired,72,Yes,Truck,medium,Serious
Tamil Nadu,Vellore,2021,March,22-07-2021 04:46,10.45235617,76.74576862,State Highway,Under Construction,Daylight,Rainy,Signs,19,Female,11 yr,Valid,31,Yes,Cycle,bad,Serious
Tamil Nadu,Nagercoil,2018,February,26-12-2018 22:35,8.44319624,76.311757,Village Road,Dry,Dark,Hazy,Police Checkpost,75,Male,9 yr,Expired,79,Yes,Car,medium,Minor
Manipur,Imphal-53,2021,July,03-07-2021 16:37,23.02401388,78.99071841,National Highway,Wet,Daylight,Stormy,Signs,45,Male,13 yr,Valid,134,Yes,Cycle,bad,Minor
Nagaland,North Town-47,2021,September,19-06-2021 01:27,28.77999349,72.68546648,National Highway,Wet,Dawn,Stormy,Signs,47,Female,18 yr,Valid,105,Yes,Truck,bad,Serious
Nagaland,East Port-47,2022,February,04-12-2022 07:09,33.85637075,88.94141449,National Highway,Under Construction,Dark,Rainy,Signals,30,Male,6 yr,Valid,88,No,Cycle,medium,Serious
Madhya Pradesh,Bhopal,2021,June,08-08-2021 11:18,24.81820003,80.2916215,Urban Road,Wet,Dark,Foggy,Signals,69,Female,14 yr,Valid,14,No,Two-Wheeler,bad,Serious
Maharashtra,Pune-5,2023,May,06-05-2023 21:07,23.01835781,78.9668265,National Highway,Damaged,Daylight,Rainy,Signals,60,Female,6 yr,Valid,69,Yes,Bus,good,Minor
Mizoram,Central Town-44,2018,January,15-08-2018 06:13,29.69703399,86.16830715,State Highway,Wet,Dawn,Clear,Police Checkpost,32,Female,27 yr,Valid,129,Yes,Car,bad,Serious
Karnataka,Hubli,2022,December,28-05-2022 07:13,11.9188334,74.12846158,Village Road,Dry,Dawn,Hazy,Police Checkpost,56,Male,22 yr,Valid,55,Yes,Auto-Rickshaw,poor,Fatal
Maharashtra,Nashik,2020,April,25-04-2020 13:27,17.16810676,74.84779504,State Highway,Dry,Daylight,Rainy,Signals,26,Male,25 yr,No license,143,No,Bus,bad,Minor
Punjab,West Town-28,2023,January,07-09-2023 17:51,31.72952982,74.01816769,Village Road,Dry,Dawn,Stormy,Police Checkpost,54,Female,4 yr,Valid,65,Yes,Two-Wheeler,good,Serious
Telangana,Nizamabad,2022,May,09-04-2022 09:51,18.2974246,80.43868354,Urban Road,Damaged,Dusk,Foggy,Signs,61,Male,13 yr,Valid,119,No,Bus,bad,Minor
Tamil Nadu,Central City-14,2018,May,23-02-2018 15:20,10.16335918,77.17588428,Urban Road,Wet,Dawn,Clear,Police Checkpost,61,Female,29 yr,Expired,113,No,Auto-Rickshaw,bad,Serious
Puducherry,Puducherry-74,2023,October,02-10-2023 10:36,22.9743143,79.02328815,Urban Road,Dry,Dusk,Clear,Police Checkpost,51,Male,2 yr,Valid,86,Yes,Pedestrian,medium,Serious
Andhra Pradesh,Central Port-8,2021,June,23-08-2021 17:17,15.58539232,78.12020595,State Highway,Under Construction,Daylight,Clear,Signals,36,Female,11 yr,Valid,11,Yes,Bus,medium,Serious
Rajasthan,Jodhpur,2018,June,12-08-2018 15:50,25.15379544,77.22499648,National Highway,Wet,Dawn,Clear,Police Checkpost,23,Female,5 yr,Valid,17,Yes,Car,bad,Minor
Kerala,North District-45,2019,January,01-01-2019 19:43,27.82794544,68.33628075,National Highway,Damaged,Daylight,Rainy,Police Checkpost,45,Male,10 months,Valid,84,Yes,Car,poor,Minor
