State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity,hour,day_of_week,is_weekend,is_rush_hour,weather_score,road_type_score,road_cond_score,age_score,license_score,alcohol_flag,experience_score,vehicle_condition_score,driver_speed_score,State Name_enc,City Name_enc,Accident Severity_enc,Vehicle Type Involved_enc,Lighting Conditions_enc,Traffic Control Presence_enc,target
Haryana,Panipat,2019,October,2019-08-16 14:05:00,27.64508059,77.38255355,National Highway,Wet,Dusk,Clear,Signals,45,Female,5 months,Valid,121,Yes,Truck,bad,Minor,14,4,0,0,1,5,3,2,1.0,1,5,5,5,9,3007,1,5,3,1,0
Bihar,North Port-33,2018,November,2018-09-20 15:50:00,34.2683244,84.68353856,National Highway,Damaged,Dark,Hazy,Police Checkpost,59,Female,2 months,Valid,128,No,Truck,bad,Minor,15,3,0,0,2,5,4,2,1.0,0,5,5,5,3,2824,1,5,0,0,0
Rajasthan,West District-33,2019,January,2019-03-10 08:47:00,33.05394656,69.06462223,Village Road,Dry,Dusk,Hazy,Signs,44,Male,25 yr,Valid,68,No,Car,bad,Serious,8,6,1,1,2,2,1,3,1.0,0,1,5,3,24,4101,2,2,3,2,1
Karnataka,Kolar,2019,July,2019-10-10 23:19:00,14.32220736,76.28867063,Urban Road,Wet,Dusk,Stormy,Signals,60,Male,14 yr,Valid,52,No,Bus,average,Minor,23,3,0,0,5,3,3,2,1.0,0,1,3,2,13,2047,1,1,3,1,0
Himachal Pradesh,West District-40,2023,November,2023-02-01 03:44:00,13.59705646,83.68687434,National Highway,Dry,Dawn,Hazy,Signs,38,Female,7 months,Expired,21,Yes,Cycle,poor,Minor,3,2,0,0,2,5,1,3,2.0,1,4,5,1,10,4109,1,3,1,2,0
Rajasthan,Kota,2022,October,2022-08-16 19:22:00,32.43006927,73.0679179,National Highway,Wet,Dawn,Stormy,Signals,55,Male,13 yr,Expired,49,Yes,Two-Wheeler,poor,Serious,19,1,0,1,5,5,3,2,2.0,1,1,5,2,24,2075,2,6,1,1,1
Manipur,New City-46,2022,November,2022-05-30 19:50:00,26.89870207,96.45785867,State Highway,Wet,Dawn,Stormy,Signals,61,Male,12 yr,Expired,127,Yes,Cycle,good,Fatal,19,0,0,1,5,4,3,2,2.0,1,1,1,5,17,2472,0,3,1,1,2
Rajasthan,Udaipur-11,2018,September,2018-09-15 20:47:00,27.04154117,74.16879605,State Highway,Dry,Dawn,Stormy,Signs,45,Female,2 yr,Valid,29,No,Auto-Rickshaw,good,Fatal,20,5,1,0,5,4,1,2,1.0,0,2,1,1,24,3918,0,0,1,2,2
Haryana,Faridabad,2023,August,2023-08-26 06:01:00,23.00800401,78.95453465,Urban Road,Dry,Dusk,Foggy,Signs,50,Female,8 yr,Valid,140,No,Cycle,good,Minor,6,5,1,0,4,3,1,2,1.0,0,1,1,5,9,1217,1,3,3,2,0
Tamil Nadu,Salem,2020,April,2020-05-07 17:01:00,11.433188,79.12047416,State Highway,Under Construction,Dawn,Clear,Signs,69,Female,3 months,Valid,99,Yes,Two-Wheeler,good,Serious,17,3,0,1,1,4,5,1,1.0,1,5,1,4,26,3455,2,6,1,2,1
Telangana,Warangal,2022,January,2022-11-02 14:20:00,17.48103372,80.8835001,National Highway,Dry,Daylight,Hazy,Signs,52,Female,3 yr,Valid,103,No,Auto-Rickshaw,poor,Minor,14,2,0,0,2,5,1,2,1.0,0,2,5,5,27,4024,1,0,2,2,0
Punjab,Amritsar,2019,October,2019-09-27 12:06:00,32.4543678,73.95041524,Urban Road,Wet,Dawn,Foggy,Signals,43,Female,23 yr,No license,22,Yes,Two-Wheeler,medium,Serious,12,4,0,0,4,3,3,3,3.0,1,1,3,1,23,257,2,6,1,1,1
Haryana,Panipat,2023,April,2023-04-14 22:08:00,28.08371065,77.51853624,State Highway,Dry,Dusk,Rainy,Police Checkpost,71,Female,2 yr,Valid,75,No,Bus,average,Serious,22,4,0,0,4,4,1,1,1.0,0,2,3,3,9,3007,2,1,3,0,1
West Bengal,Kolkata-16,2020,September,2020-09-01 16:52:00,22.97899286,79.04051912,National Highway,Damaged,Daylight,Stormy,Police Checkpost,37,Female,7 yr,Valid,46,Yes,Car,bad,Minor,16,1,0,0,5,5,4,3,1.0,1,1,5,2,31,2066,1,2,2,0,0
Sikkim,East Port-1,2022,April,2022-05-27 23:45:00,27.25116999,74.81584429,State Highway,Dry,Dark,Rainy,Signs,78,Female,3 months,Valid,75,Yes,Cycle,medium,Serious,23,4,0,0,4,4,1,5,1.0,1,5,3,3,25,1116,2,3,0,2,1
Maharashtra,Nagpur,2020,April,2020-04-17 04:55:00,17.66460731,75.27793823,State Highway,Dry,Daylight,Clear,Signals,54,Female,29 yr,Valid,45,Yes,Bus,poor,Fatal,4,4,0,0,1,4,1,2,1.0,1,1,5,2,16,2340,0,1,2,1,2
Andhra Pradesh,Visakhapatnam-5,2023,August,2023-08-17 18:08:00,23.01654028,78.96200512,Village Road,Dry,Dawn,Stormy,Signs,53,Female,6 months,Expired,35,No,Bus,medium,Minor,18,3,0,1,5,2,1,2,2.0,0,4,3,1,0,4019,1,1,1,2,0
Goa,West City-50,2018,July,2018-05-12 21:02:00,34.84698254,89.97169943,Village Road,Dry,Daylight,Clear,Signs,67,Female,4 yr,Valid,84,No,Cycle,poor,Serious,21,5,1,0,1,2,1,1,1.0,0,2,5,4,7,4070,2,3,2,2,1
Madhya Pradesh,Bhopal,2018,October,2018-02-05 06:24:00,20.20014641,75.70337131,Urban Road,Dry,Dusk,Clear,Signs,72,Female,2 months,Valid,117,Yes,Cycle,good,Serious,6,0,0,0,1,3,1,1,1.0,1,5,1,5,15,446,2,3,3,2,1
Jharkhand,East District-46,2022,February,2022-03-18 10:33:00,34.24828795,68.29119987,Village Road,Wet,Dark,Rainy,Signs,61,Male,6 months,Valid,52,Yes,Pedestrian,average,Minor,10,4,0,0,4,2,3,2,1.0,1,4,3,2,12,1106,1,4,0,2,0
Himachal Pradesh,Kullu-3,2023,July,2023-07-22 23:16:00,31.08546765,77.16386472,Village Road,Dry,Daylight,Hazy,Signals,20,Female,5 months,Expired,17,Yes,Cycle,poor,Serious,23,5,1,0,2,2,1,4,2.0,1,5,5,1,10,2127,2,3,2,1,1
West Bengal,Central City-25,2023,July,2023-03-12 01:06:00,36.31437201,80.71230375,Urban Road,Dry,Dark,Hazy,Signals,26,Male,9 months,Valid,38,No,Cycle,good,Fatal,1,6,1,0,2,3,1,3,1.0,0,4,1,1,31,538,0,3,0,1,2
Haryana,Central District-29,2022,May,2022-03-31 16:48:00,29.23801149,76.33018852,National Highway,Dry,Dawn,Stormy,Signs,30,Female,4 yr,No license,49,Yes,Bus,good,Minor,16,3,0,0,5,5,1,3,3.0,1,2,1,2,9,592,1,1,1,2,0
West Bengal,Central District-46,2020,December,2020-07-26 01:37:00,29.3868501,81.16240194,State Highway,Damaged,Dawn,Hazy,Signals,67,Female,16 yr,No license,137,Yes,Bus,poor,Fatal,1,6,1,0,2,4,4,1,3.0,1,1,5,5,31,610,0,1,1,1,2
Maharashtra,West Port-6,2021,July,2021-03-02 03:14:00,17.92760346,77.530717,National Highway,Dry,Daylight,Rainy,Signals,53,Male,2 yr,Expired,93,No,Cycle,bad,Minor,3,1,0,0,4,5,1,2,2.0,0,2,5,4,16,4171,1,3,2,1,0
Manipur,West District-44,2022,August,2022-07-17 15:23:00,35.19140719,96.64748871,Village Road,Damaged,Dawn,Stormy,Signals,80,Male,6 months,Valid,125,No,Car,medium,Fatal,15,6,1,0,5,2,4,5,1.0,0,4,3,5,17,4113,0,2,1,1,2
Madhya Pradesh,North Town-15,2023,April,2023-02-18 04:47:00,23.25584127,80.93934789,State Highway,Dry,Dusk,Rainy,Signs,28,Female,26 yr,Valid,71,Yes,Car,medium,Fatal,4,5,1,0,4,4,1,3,1.0,1,1,3,3,15,2854,0,2,3,2,2
Rajasthan,Bikaner,2022,September,2022-05-07 02:39:00,34.4857475,77.69967934,State Highway,Dry,Dawn,Rainy,Signs,33,Male,26 yr,Valid,16,Yes,Truck,good,Minor,2,5,1,0,4,4,1,3,1.0,1,1,1,1,24,487,1,5,1,2,0
Rajasthan,Bikaner,2022,February,2022-04-12 03:06:00,25.38621284,73.23685557,Village Road,Wet,Dawn,Clear,Signals,29,Male,3 yr,Valid,54,No,Bus,average,Minor,3,1,0,0,1,2,3,3,1.0,0,2,3,2,24,487,1,1,1,1,0
Telangana,North Town-22,2019,May,2019-02-28 01:16:00,15.84373743,81.21716346,National Highway,Dry,Dawn,Hazy,Police Checkpost,49,Male,26 yr,Valid,97,Yes,Two-Wheeler,medium,Serious,1,3,0,0,2,5,1,2,1.0,1,1,3,4,27,2862,2,6,1,0,1
Tamil Nadu,Kanyakumari,2022,March,2022-01-17 16:21:00,12.74461356,78.82343393,Village Road,Damaged,Daylight,Hazy,Signals,79,Female,3 yr,Valid,82,No,Two-Wheeler,good,Minor,16,0,0,0,2,2,4,5,1.0,0,2,1,4,26,1916,1,6,2,1,0
Meghalaya,Shillong-10,2022,September,2022-09-05 19:41:00,25.49769767,91.40877756,State Highway,Wet,Dawn,Clear,Police Checkpost,56,Female,6 yr,Valid,46,Yes,Auto-Rickshaw,good,Serious,19,0,0,1,1,4,3,2,1.0,1,1,1,2,18,3470,2,0,1,0,1
Uttarakhand,North Town-49,2019,June,2019-08-21 22:00:00,17.83196079,74.58037681,National Highway,Wet,Dusk,Stormy,Police Checkpost,19,Male,7 months,Valid,128,No,Two-Wheeler,medium,Serious,22,2,0,0,5,5,3,4,1.0,0,4,3,5,30,2891,2,6,3,0,1
Andhra Pradesh,Vijayawada,2023,May,2023-03-01 22:26:00,15.8677007,83.70668682,Urban Road,Dry,Dawn,Hazy,Signs,31,Male,23 yr,Valid,66,No,Car,medium,Minor,22,2,0,0,2,3,1,3,1.0,0,1,3,3,0,3988,1,2,1,2,0
Maharashtra,Nagpur,2023,January,2023-09-12 02:26:00,17.26424721,76.04015703,State Highway,Dry,Dusk,Rainy,Signals,46,Female,18 yr,Valid,17,No,Two-Wheeler,poor,Minor,2,1,0,0,4,4,1,2,1.0,0,1,5,1,16,2340,1,6,3,1,0
West Bengal,East Town-12,2021,December,2021-02-05 17:16:00,22.01155755,80.89505593,National Highway,Dry,Dawn,Stormy,Police Checkpost,34,Female,9 months,Expired,104,No,Bus,average,Serious,17,4,0,1,5,5,1,3,2.0,0,4,3,5,31,1169,2,1,1,0,1
Sikkim,New Town-17,2020,January,2020-07-29 01:49:00,22.29995676,93.53816438,State Highway,Wet,Dawn,Stormy,Signals,74,Female,8 months,Valid,126,No,Bus,bad,Serious,1,2,0,0,5,4,3,1,1.0,0,4,5,5,25,2625,2,1,1,1,1
Karnataka,Mysore,2018,January,2018-04-10 11:00:00,15.20174341,75.14168404,National Highway,Wet,Daylight,Foggy,Signs,28,Female,25 yr,Expired,119,No,Two-Wheeler,good,Minor,11,1,0,0,4,5,3,3,2.0,0,1,1,5,13,2319,1,6,2,2,0
Maharashtra,North City-40,2019,February,2019-01-26 04:29:00,19.1448987,79.95840412,National Highway,Wet,Dusk,Stormy,Signals,24,Male,11 yr,Valid,29,Yes,Truck,medium,Minor,4,5,1,0,5,5,3,3,1.0,1,1,3,1,16,2732,1,5,3,1,0
Telangana,Nizamabad,2023,April,2023-09-30 17:51:00,18.71529317,77.51510006,National Highway,Dry,Dark,Stormy,Signs,70,Male,13 yr,Valid,133,Yes,Two-Wheeler,bad,Serious,17,5,1,1,5,5,1,1,1.0,1,1,5,5,27,2666,2,6,0,2,1
West Bengal,South District-17,2023,April,2023-10-26 14:54:00,33.24058499,84.53724946,State Highway,Wet,Dark,Clear,Signals,40,Male,11 months,No license,62,No,Two-Wheeler,bad,Serious,14,3,0,0,1,4,3,3,3.0,0,4,5,3,31,3613,2,6,0,1,1
Rajasthan,Udaipur,2018,June,2018-06-25 04:39:00,29.58068766,70.88507023,National Highway,Wet,Dusk,Clear,Signs,25,Female,7 yr,Valid,128,Yes,Truck,average,Minor,4,0,0,0,1,5,3,3,1.0,1,1,3,5,24,3916,1,5,3,2,0
Rajasthan,Bikaner-9,2023,April,2023-04-27 05:53:00,27.06578453,74.19791995,Urban Road,Under Construction,Dawn,Stormy,Signs,20,Female,9 months,Valid,21,Yes,Pedestrian,average,Fatal,5,3,0,0,5,3,5,4,1.0,1,4,3,1,24,497,0,4,1,2,2
Bihar,Gaya-8,2022,January,2022-01-03 07:06:00,23.01530923,79.02947346,Village Road,Damaged,Dark,Foggy,Signals,69,Female,1 months,Expired,26,No,Auto-Rickshaw,poor,Minor,7,0,0,1,4,2,4,1,2.0,0,5,5,1,3,1299,1,0,0,1,0
Manipur,Central District-39,2022,August,2022-12-04 07:36:00,17.474224,77.28284387,Village Road,Dry,Dusk,Rainy,Signs,54,Female,1 months,No license,73,Yes,Two-Wheeler,average,Minor,7,6,1,1,4,2,1,2,3.0,1,5,3,3,17,602,1,6,3,2,0
Arunachal Pradesh,West Town-31,2020,April,2020-05-06 08:38:00,23.52104933,83.21397581,National Highway,Damaged,Dusk,Hazy,Signals,80,Female,9 months,No license,51,Yes,Two-Wheeler,good,Minor,8,2,0,1,2,5,4,5,3.0,1,4,1,2,1,4197,1,6,3,1,0
Madhya Pradesh,Ujjain,2020,March,2020-11-19 22:44:00,25.31637906,75.5119725,State Highway,Dry,Dusk,Hazy,Signals,56,Female,11 months,Valid,103,Yes,Bus,poor,Minor,22,3,0,0,2,4,1,2,1.0,1,4,5,5,15,3928,1,1,3,1,0
Uttarakhand,South Town-45,2020,June,2020-03-17 10:30:00,19.93681245,92.19354315,State Highway,Dry,Daylight,Foggy,Signs,65,Male,23 yr,Valid,20,Yes,Bus,bad,Fatal,10,1,0,0,4,4,1,1,1.0,1,1,5,1,30,3744,0,1,2,2,2
Sikkim,East Town-47,2020,December,2020-06-21 23:03:00,9.99946423,77.66525028,State Highway,Dry,Dark,Rainy,Police Checkpost,39,Female,13 yr,Valid,107,Yes,Two-Wheeler,medium,Minor,23,6,1,0,4,4,1,3,1.0,1,1,3,5,25,1207,1,6,0,0,0
Karnataka,Belgaum,2023,February,2023-09-05 09:26:00,16.54815856,76.4560485,National Highway,Damaged,Dark,Foggy,Signs,29,Female,8 months,Valid,80,Yes,Truck,bad,Serious,9,1,0,1,4,5,4,3,1.0,1,4,5,3,13,389,2,5,0,2,1
Puducherry,New Port-21,2023,September,2023-07-05 19:57:00,31.13236024,90.41110992,Village Road,Under Construction,Dark,Clear,Signs,62,Female,10 months,Valid,117,Yes,Car,average,Fatal,19,2,0,1,1,2,5,2,1.0,1,4,3,5,22,2580,0,2,0,2,2
Rajasthan,Jaipur,2022,December,2022-07-02 00:52:00,27.32387272,70.09183936,Village Road,Wet,Dawn,Foggy,Signals,23,Female,12 yr,No license,67,Yes,Two-Wheeler,good,Minor,0,5,1,0,4,2,3,3,3.0,1,1,1,3,24,1776,1,6,1,1,0
Punjab,Amritsar,2018,May,2018-05-18 19:44:00,32.35221681,75.5841994,Urban Road,Dry,Dusk,Hazy,Signs,26,Female,9 months,Valid,43,Yes,Bus,good,Fatal,19,4,0,1,2,3,1,3,1.0,1,4,1,2,23,257,0,1,3,2,2
Gujarat,Central District-1,2018,January,2018-11-04 08:40:00,22.75482979,70.49519027,National Highway,Wet,Daylight,Hazy,Signs,19,Male,17 yr,Valid,29,No,Pedestrian,poor,Minor,8,6,1,1,2,5,3,4,1.0,0,1,5,1,8,571,1,4,2,2,0
Sikkim,North Town-29,2022,May,2022-07-14 17:51:00,17.74266764,74.53920372,State Highway,Dry,Dawn,Rainy,Signals,55,Female,5 months,Valid,59,Yes,Cycle,good,Minor,17,3,0,1,4,4,1,2,1.0,1,5,1,2,25,2869,1,3,1,1,0
Chhattisgarh,New Port-18,2020,August,2020-10-09 09:24:00,28.61966205,90.3102009,National Highway,Wet,Daylight,Foggy,Signals,74,Male,22 yr,Valid,111,Yes,Two-Wheeler,bad,Minor,9,4,0,1,4,5,3,1,1.0,1,1,5,5,5,2577,1,6,2,1,0
Arunachal Pradesh,South District-50,2021,November,2021-03-02 00:24:00,19.55886628,68.92591201,Village Road,Under Construction,Dawn,Rainy,Police Checkpost,46,Male,5 yr,Valid,147,Yes,Cycle,good,Minor,0,1,0,0,4,2,5,2,1.0,1,1,1,5,1,3650,1,3,1,0,0
Andhra Pradesh,Vijayawada,2023,July,2023-01-19 23:29:00,17.05524366,77.22710231,State Highway,Under Construction,Dark,Rainy,Police Checkpost,55,Female,6 months,Valid,61,Yes,Auto-Rickshaw,bad,Fatal,23,3,0,0,4,4,5,2,1.0,1,4,5,3,0,3988,0,0,0,0,2
Chhattisgarh,Central Port-17,2021,March,2021-01-22 14:21:00,20.86720798,92.43006206,Urban Road,Wet,Dusk,Rainy,Signals,57,Male,2 months,Valid,24,Yes,Pedestrian,poor,Serious,14,4,0,0,4,3,3,2,1.0,1,5,5,1,5,628,2,4,3,1,1
Gujarat,Surat,2021,October,2021-03-06 04:49:00,21.85558859,72.72120834,National Highway,Wet,Dark,Foggy,Signs,47,Male,4 months,Expired,93,No,Two-Wheeler,average,Minor,4,5,1,0,4,5,3,2,2.0,0,5,3,4,8,3782,1,6,0,2,0
Andhra Pradesh,East Port-6,2020,June,2020-07-15 03:13:00,15.45347384,82.35097947,State Highway,Dry,Dusk,Rainy,Signs,56,Male,7 months,Expired,140,Yes,Cycle,medium,Minor,3,2,0,0,4,4,1,2,2.0,1,4,3,5,0,1162,1,3,3,2,0
Odisha,Central City-29,2020,September,2020-03-27 19:10:00,9.28714131,90.43391587,National Highway,Dry,Daylight,Stormy,Signs,21,Male,22 yr,Valid,46,No,Car,medium,Serious,19,4,0,1,5,5,1,3,1.0,0,1,3,2,21,542,2,2,2,2,1
Andhra Pradesh,Eluru,2022,October,2022-02-24 03:22:00,18.44210832,79.16333317,National Highway,Dry,Dawn,Rainy,Signs,39,Male,23 yr,Valid,135,No,Two-Wheeler,poor,Serious,3,3,0,0,4,5,1,3,1.0,0,1,5,5,0,1216,2,6,1,2,1
Andhra Pradesh,Warangal,2022,July,2022-10-11 10:31:00,15.58009105,80.84245314,Village Road,Under Construction,Dusk,Clear,Signs,54,Male,12 yr,No license,49,Yes,Cycle,bad,Fatal,10,1,0,0,1,2,5,2,3.0,1,1,5,2,0,4024,0,3,3,2,2
Sikkim,New Town-8,2022,May,2022-10-10 18:35:00,34.99866753,95.73656842,National Highway,Dry,Daylight,Clear,Signs,27,Male,3 months,Valid,81,No,Two-Wheeler,medium,Serious,18,0,0,1,1,5,1,3,1.0,0,5,3,4,25,2664,2,6,2,2,1
Arunachal Pradesh,Itanagar-7,2023,December,2023-12-17 10:34:00,23.01868986,79.02568754,Village Road,Damaged,Dark,Rainy,Signs,45,Female,12 yr,Valid,49,Yes,Two-Wheeler,good,Minor,10,6,1,0,4,2,4,2,1.0,1,1,1,2,1,1746,1,6,0,2,0
Assam,West Town-23,2023,June,2023-05-05 16:03:00,36.52293218,96.63512907,State Highway,Dry,Dusk,Stormy,Police Checkpost,50,Female,26 yr,Valid,65,Yes,Car,bad,Minor,16,4,0,0,5,4,1,2,1.0,1,1,5,3,2,4188,1,2,3,0,0
Gujarat,Gandhinagar,2022,May,2022-01-04 10:52:00,23.89235524,73.82163496,State Highway,Dry,Dawn,Rainy,Police Checkpost,22,Male,4 months,Valid,113,Yes,Two-Wheeler,good,Serious,10,1,0,0,4,4,1,3,1.0,1,5,1,5,8,1241,2,6,1,0,1
Haryana,Hisar,2022,August,2022-01-20 09:53:00,28.35224266,76.92747252,Urban Road,Under Construction,Dark,Hazy,Signs,43,Female,7 months,Valid,148,Yes,Cycle,poor,Fatal,9,3,0,1,2,3,5,3,1.0,1,4,5,5,9,1447,0,3,0,2,2
Assam,South District-7,2020,November,2020-03-31 05:40:00,9.89770073,80.98143868,Urban Road,Wet,Dawn,Rainy,Signs,60,Female,9 months,Valid,119,Yes,Bus,poor,Minor,5,1,0,0,4,3,3,2,1.0,1,4,5,5,2,3652,1,1,1,2,0
West Bengal,Malda-14,2018,September,2018-09-19 08:46:00,23.01877285,78.98832262,Village Road,Dry,Daylight,Foggy,Signs,56,Female,6 yr,Valid,145,No,Two-Wheeler,bad,Fatal,8,2,0,1,4,2,1,2,1.0,0,1,5,5,31,2205,0,6,2,2,2
Uttar Pradesh,South City-42,2021,January,2021-01-23 07:10:00,13.38317285,83.72746039,State Highway,Dry,Dawn,Hazy,Signals,51,Male,29 yr,Valid,102,Yes,Bus,medium,Minor,7,5,1,1,2,4,1,2,1.0,1,1,3,5,29,3591,1,1,1,1,0
Jammu and Kashmir,Srinagar,2021,May,2021-05-12 01:46:00,34.03629912,74.79843117,National Highway,Wet,Dark,Hazy,Signs,66,Male,8 months,Valid,103,Yes,Cycle,poor,Minor,1,2,0,0,2,5,3,1,1.0,1,4,5,5,11,3755,1,3,0,2,0
Rajasthan,Jodhpur,2023,January,2023-08-20 14:34:00,25.33690742,69.64209362,State Highway,Damaged,Dark,Rainy,Signs,36,Male,8 months,Valid,65,Yes,Bus,medium,Serious,14,6,1,0,4,4,4,3,1.0,1,4,3,3,24,1847,2,1,0,2,1
Bihar,East Town-50,2020,January,2020-05-10 10:40:00,15.87336065,85.81613121,State Highway,Dry,Daylight,Stormy,Signs,30,Female,4 months,Expired,69,Yes,Truck,medium,Serious,10,6,1,0,5,4,1,3,2.0,1,5,3,3,3,1211,2,5,2,2,1
Assam,North Town-32,2021,January,2021-07-15 16:07:00,21.52056038,92.02026742,Urban Road,Wet,Dusk,Foggy,Police Checkpost,27,Female,29 yr,Expired,147,Yes,Truck,bad,Serious,16,3,0,0,4,3,3,3,2.0,1,1,5,5,2,2873,2,5,3,0,1
Telangana,Nizamabad,2023,October,2023-11-13 07:23:00,18.15886199,80.2772647,National Highway,Wet,Daylight,Hazy,Police Checkpost,57,Female,4 yr,Valid,48,Yes,Bus,poor,Minor,7,0,0,1,2,5,3,2,1.0,1,2,5,2,27,2666,1,1,2,0,0
Goa,Panaji-97,2021,December,2021-12-19 23:26:00,23.00003974,78.99959686,Village Road,Damaged,Daylight,Rainy,Signs,30,Male,2 yr,Valid,37,Yes,Auto-Rickshaw,bad,Minor,23,6,1,0,4,2,4,3,1.0,1,2,5,1,7,3004,1,0,2,2,0
Punjab,Ludhiana,2020,March,2020-02-25 02:29:00,30.58172521,75.75682396,National Highway,Wet,Dusk,Foggy,Police Checkpost,59,Male,7 yr,Valid,58,Yes,Bus,average,Fatal,2,1,0,0,4,5,3,2,1.0,1,1,3,2,23,2161,0,1,3,0,2
Telangana,Warangal,2021,July,2021-07-02 22:21:00,16.3136785,80.16645333,Urban Road,Dry,Dusk,Clear,Signals,36,Male,28 yr,Valid,134,No,Car,good,Fatal,22,4,0,0,1,3,1,3,1.0,0,1,1,5,27,4024,0,2,3,1,2
Rajasthan,Alwar,2022,August,2022-02-22 05:11:00,35.15710015,71.22707111,Village Road,Under Construction,Dark,Rainy,Signs,70,Male,1 months,No license,22,Yes,Pedestrian,good,Fatal,5,1,0,0,4,2,5,1,3.0,1,5,1,1,24,222,0,4,0,2,2
Gujarat,Surat,2022,August,2022-01-02 21:06:00,22.91837803,69.45909358,Village Road,Dry,Dawn,Clear,Signals,36,Female,30 yr,Expired,45,Yes,Truck,poor,Minor,21,6,1,0,1,2,1,3,2.0,1,1,5,2,8,3782,1,5,1,1,0
Goa,New Town-24,2019,July,2019-01-18 15:30:00,27.13513092,69.20226796,Urban Road,Under Construction,Dawn,Rainy,Police Checkpost,28,Male,4 yr,Valid,110,Yes,Two-Wheeler,average,Minor,15,4,0,0,4,3,5,3,1.0,1,2,3,5,7,2633,1,6,1,0,0
Delhi,New Town-2,2018,September,2018-01-18 08:47:00,9.8780778,81.21139483,State Highway,Dry,Dark,Foggy,Police Checkpost,57,Female,10 yr,Expired,35,Yes,Truck,good,Minor,8,3,0,1,4,4,1,2,2.0,1,1,1,1,6,2628,1,5,0,0,0
Maharashtra,South City-9,2022,September,2022-02-05 11:34:00,20.32459262,79.87799196,Village Road,Wet,Dark,Foggy,Signals,73,Female,8 months,Expired,95,No,Cycle,poor,Minor,11,5,1,0,4,2,3,1,2.0,0,4,5,4,16,3604,1,3,0,1,0
Himachal Pradesh,North City-33,2022,August,2022-07-13 07:58:00,23.22758197,88.24388036,National Highway,Under Construction,Dawn,Foggy,Signs,59,Male,1 months,Valid,13,Yes,Cycle,medium,Serious,7,2,0,1,4,5,5,2,1.0,1,5,3,1,10,2724,2,3,1,2,1
Delhi,Central Town-23,2018,September,2018-10-11 23:50:00,31.38036402,95.37238629,Village Road,Dry,Dawn,Foggy,Police Checkpost,42,Male,22 yr,Valid,91,Yes,Two-Wheeler,bad,Fatal,23,3,0,0,4,2,1,3,1.0,1,1,5,4,6,685,0,6,1,0,2
Rajasthan,Alwar,2019,July,2019-08-24 13:28:00,25.87262269,75.24326701,National Highway,Under Construction,Dusk,Rainy,Signs,24,Male,9 months,Expired,136,Yes,Cycle,bad,Minor,13,5,1,0,4,5,5,3,2.0,1,4,5,5,24,222,1,3,3,2,0
Gujarat,Vadodara-3,2022,December,2022-12-11 02:20:00,23.02549983,78.9866585,Urban Road,Under Construction,Dark,Clear,Signs,61,Female,12 yr,Valid,97,No,Cycle,bad,Minor,2,6,1,0,1,3,5,2,1.0,0,1,5,4,8,3957,1,3,0,2,0
Kerala,Thiruvananthapuram-21,2018,September,2018-09-16 09:07:00,22.97320591,79.03175757,State Highway,Damaged,Dark,Rainy,Signals,27,Female,5 yr,Valid,136,Yes,Car,bad,Minor,9,6,1,1,4,4,4,3,1.0,1,1,5,5,14,3826,1,2,0,1,0
Karnataka,Central Port-28,2020,August,2020-12-15 18:07:00,18.35056322,75.58248556,Urban Road,Dry,Dawn,Foggy,Signals,46,Male,12 yr,Valid,129,Yes,Car,medium,Minor,18,1,0,1,4,3,1,2,1.0,1,1,3,5,13,640,1,2,1,1,0
Madhya Pradesh,New Port-43,2020,August,2020-05-19 09:53:00,23.96874938,82.54673133,Village Road,Dry,Dark,Clear,Signs,56,Female,10 yr,Valid,31,No,Bus,bad,Serious,9,1,0,1,1,2,1,2,1.0,0,1,5,1,15,2604,2,1,0,2,1
Madhya Pradesh,Central Port-23,2022,November,2022-03-12 10:50:00,20.55522924,75.24135155,Village Road,Damaged,Dawn,Clear,Signals,53,Male,10 months,Valid,139,Yes,Truck,poor,Minor,10,5,1,0,1,2,4,2,1.0,1,4,5,5,15,635,1,5,1,1,0
Uttar Pradesh,Varanasi-7,2021,December,2021-12-14 06:25:00,26.8695523,80.95339247,State Highway,Wet,Dark,Foggy,Police Checkpost,49,Male,1 months,Expired,40,Yes,Pedestrian,average,Minor,6,1,0,0,4,4,3,2,2.0,1,5,3,1,29,3971,1,4,0,0,0
Andhra Pradesh,Nellore,2020,November,2020-12-09 18:07:00,17.36327416,82.13092437,State Highway,Wet,Daylight,Rainy,Signals,47,Female,14 yr,Valid,128,Yes,Two-Wheeler,medium,Serious,18,2,0,1,4,4,3,2,1.0,1,1,3,5,0,2415,2,6,2,1,1
Haryana,East City-41,2020,March,2020-04-25 10:20:00,27.51008178,76.40642608,State Highway,Dry,Dusk,Rainy,Signs,67,Male,20 yr,Valid,20,Yes,Pedestrian,average,Minor,10,5,1,0,4,4,1,1,1.0,1,1,3,1,9,1051,1,4,3,2,0
Andhra Pradesh,Eluru,2021,October,2021-10-16 08:07:00,15.72316267,82.33363309,Village Road,Wet,Dawn,Foggy,Signs,67,Male,22 yr,Expired,55,Yes,Car,good,Fatal,8,5,1,1,4,2,3,1,2.0,1,1,1,2,0,1216,0,2,1,2,2
